,alcohol,chlorides,free_sulfur_dioxide,sulphates,density,volatile_acidity,citric_acid
1541,1,4,0,1,3,1,0
1542,4,0,4,4,0,3,1
1543,2,0,2,1,3,4,3
1544,2,0,2,1,4,2,0
1545,4,0,4,1,4,0,3
1546,1,4,2,2,4,3,0
1547,2,2,4,1,3,2,0
1548,1,0,4,4,0,0,4
1549,2,2,1,3,4,2,1
1550,4,3,0,1,2,0,1
1551,3,4,2,2,2,2,2
1552,2,0,0,1,4,0,0
1553,2,3,0,4,3,2,1
1554,3,4,2,3,2,0,3
1555,2,4,3,0,2,1,3
1556,2,4,0,0,1,1,4
1557,3,3,3,1,0,3,1
1558,2,2,0,3,3,2,0
1559,4,2,1,0,2,0,0
1560,1,2,4,2,0,1,1
1561,1,4,2,0,0,1,1
1562,0,1,0,1,4,3,0
1563,0,2,0,4,1,2,4
1564,4,0,4,1,1,4,4
1565,2,0,4,4,0,0,2
1566,0,3,0,3,0,2,0
1567,1,3,1,4,4,1,0
1568,0,1,2,3,0,0,1
1569,1,2,2,0,1,1,0
1570,1,2,1,2,4,0,2
1571,4,0,0,0,2,1,4
1572,1,0,4,0,1,3,0
1573,2,0,1,1,0,1,4
1574,0,2,4,2,2,0,4
1575,3,0,0,4,3,0,0
1576,4,3,4,1,4,1,0
1577,1,1,0,2,0,1,2
1578,1,2,4,4,2,1,0
1579,0,0,2,3,3,1,3
1580,3,3,0,2,0,4,2
1581,0,1,3,0,2,4,4
1582,0,0,0,3,1,1,3
1583,2,0,0,0,3,2,0
1584,2,4,3,1,1,0,2
1585,0,4,0,0,0,3,4
1586,4,1,3,1,0,0,3
1587,4,1,4,3,3,0,3
1588,3,3,2,4,2,2,4
1589,4,0,0,0,3,2,4
1590,4,3,4,1,4,0,1
1591,3,0,3,1,0,3,2
1592,1,1,3,4,3,3,3
1593,4,4,4,2,0,3,0
1594,3,0,4,4,3,2,0
1595,1,2,3,3,4,1,4
1596,3,1,3,0,2,0,4
1597,0,4,4,2,4,4,4
1598,2,4,2,0,0,0,3
1599,0,4,4,4,2,2,0
1600,4,4,4,2,0,2,0
1601,2,1,0,2,2,3,0
1602,3,1,2,2,4,1,0
1603,3,1,4,4,4,1,0
1604,4,0,3,2,4,4,2
1605,3,3,2,3,2,1,0
1606,3,4,4,0,4,4,4
1607,2,0,0,3,3,4,1
1608,1,4,0,0,2,0,4
1609,4,0,3,3,2,1,2
1610,1,0,4,1,1,4,1
1611,0,0,0,1,2,2,4
1612,1,0,1,4,3,1,0
1613,4,0,1,3,4,0,0
1614,3,4,1,0,3,2,4
1615,2,2,2,0,1,0,2
1616,1,4,2,1,1,3,4
1617,2,0,0,0,0,0,4
1618,2,0,0,1,0,3,0
1619,0,4,2,2,4,0,0
1620,0,0,4,0,0,2,3
1621,1,0,2,0,2,1,0
1622,1,2,0,4,0,0,0
1623,3,2,1,1,2,0,0
1624,3,4,2,2,1,0,0
1625,1,3,0,0,0,3,2
1626,3,4,4,2,1,0,3
1627,0,1,0,2,0,3,3
1628,0,0,3,2,0,4,0
1629,2,0,0,1,1,2,1
1630,3,1,2,2,0,2,2
1631,0,4,3,1,3,0,3
1632,2,0,2,0,0,0,3
1633,2,2,1,1,0,0,0
1634,3,0,0,4,2,0,4
1635,0,1,0,3,3,0,3
1636,0,0,1,0,0,2,2
1637,0,0,1,3,3,2,1
1638,0,3,1,0,3,4,4
1639,0,2,3,4,1,0,2
1640,3,1,1,0,0,2,0
1641,4,0,2,2,4,3,1
1642,1,1,4,4,4,4,1
1643,2,2,0,4,0,0,1
1644,2,1,0,2,3,1,3
1645,1,0,4,1,0,2,0
1646,1,3,1,4,0,4,1
1647,3,1,3,1,1,2,0
1648,4,2,3,1,2,2,4
1649,3,1,4,4,0,0,1
1650,4,0,3,2,0,0,3
1651,2,0,1,4,3,0,1
1652,2,3,0,1,3,1,4
1653,4,0,0,4,2,1,0
1654,3,3,0,2,0,3,0
1655,0,0,4,0,2,3,2
1656,2,3,1,1,2,4,3
1657,4,4,0,3,3,2,1
1658,4,4,4,0,2,1,1
1659,0,1,1,1,4,0,1
1660,3,1,3,4,0,1,2
1661,0,3,3,2,2,3,3
1662,2,2,4,2,0,2,4
1663,2,0,2,4,3,0,0
1664,2,2,2,1,1,0,3
1665,1,0,1,0,3,3,1
1666,4,1,0,1,4,2,4
1667,2,0,4,0,4,2,3
1668,0,1,4,4,1,2,2
1669,0,0,4,0,1,4,2
1670,0,0,4,0,0,0,1
1671,3,0,4,0,2,1,3
1672,4,1,0,2,3,0,3
1673,0,0,0,3,4,2,2
1674,1,3,1,2,0,2,2
1675,0,0,3,2,2,0,3
1676,0,2,0,1,0,3,1
1677,2,0,4,0,2,2,4
1678,0,1,2,2,4,4,1
1679,4,1,2,4,2,4,2
1680,3,3,2,3,1,0,0
1681,0,4,0,2,1,0,4
1682,1,3,1,2,2,3,0
1683,2,1,3,2,2,4,2
1684,1,0,0,3,4,0,3
1685,3,0,0,3,2,3,2
1686,3,3,0,4,1,0,3
1687,2,4,4,1,4,2,0
1688,0,2,2,3,2,0,2
1689,2,1,0,1,0,3,0
1690,4,2,0,0,0,0,0
1691,0,2,3,4,0,3,1
1692,0,3,3,1,2,0,0
1693,2,1,2,4,0,2,4
1694,0,1,0,3,3,1,2
1695,1,1,1,0,3,4,2
1696,0,3,2,3,0,0,0
1697,3,4,2,3,1,1,1
1698,3,0,0,2,1,2,0
1699,2,0,4,3,1,2,0
1700,2,2,3,3,2,2,3
1701,3,1,0,3,1,4,0
1702,1,1,3,0,2,4,1
1703,4,1,4,2,4,4,0
1704,0,0,0,3,4,0,1
1705,2,0,4,2,1,1,4
1706,1,2,1,0,1,0,3
1707,0,3,1,0,0,2,0
1708,1,0,3,1,0,2,4
1709,1,1,1,4,2,4,2
1710,0,1,0,3,0,1,3
1711,0,0,2,2,2,0,4
1712,2,0,4,2,1,1,3
1713,2,0,3,1,0,1,0
1714,2,1,3,0,4,0,3
1715,0,3,0,4,0,1,2
1716,3,4,1,2,0,3,0
1717,3,1,0,4,1,1,3
1718,0,4,4,1,0,1,4
1719,4,0,0,1,4,0,4
1720,0,2,2,1,3,3,1
1721,4,0,0,0,1,2,1
1722,1,4,4,3,0,2,4
1723,0,4,4,0,2,1,0
1724,1,4,3,2,2,4,0
1725,1,0,3,2,4,0,1
1726,1,2,0,3,4,2,4
1727,4,2,3,0,1,2,4
1728,1,0,0,4,3,3,1
1729,4,0,4,4,1,0,4
1730,1,0,4,2,1,2,3
1731,2,0,0,1,0,3,0
1732,4,4,2,1,0,3,0
1733,4,0,2,4,3,2,0
1734,4,4,1,0,1,3,4
1735,0,0,3,4,0,1,1
1736,2,4,0,2,0,2,4
1737,0,4,1,3,2,0,0
1738,1,0,0,1,2,0,4
1739,2,1,0,0,0,4,4
1740,1,3,2,4,3,0,2
1741,2,0,0,0,1,2,1
1742,2,3,3,3,2,0,3
1743,2,1,0,1,0,3,0
1744,3,2,1,0,2,1,3
1745,0,1,4,3,3,1,3
1746,4,0,2,0,4,0,2
1747,3,0,4,3,4,1,0
1748,3,3,0,3,3,1,0
1749,3,0,1,2,3,1,0
1750,0,2,3,0,2,2,1
1751,2,4,0,2,4,0,0
1752,1,2,4,0,0,2,0
1753,2,4,4,2,2,2,0
1754,2,2,3,0,3,1,2
1755,1,3,2,0,0,2,3
1756,1,3,3,4,0,0,2
1757,0,1,1,2,3,2,3
1758,0,1,4,1,0,2,1
1759,0,0,2,4,2,0,1
1760,0,2,0,1,4,2,3
1761,4,0,0,2,1,0,0
1762,1,3,0,4,4,4,2
1763,0,3,1,0,2,1,3
1764,4,2,0,2,0,0,0
1765,0,4,0,1,1,0,2
1766,0,2,3,2,3,1,1
1767,0,1,4,3,4,1,1
1768,0,0,1,4,3,2,2
1769,4,1,1,3,4,0,2
1770,0,0,4,3,0,0,1
1771,0,2,4,2,2,3,4
1772,1,1,0,4,0,2,0
1773,2,0,4,3,4,1,2
1774,4,3,0,1,3,3,4
1775,0,3,4,0,1,2,3
1776,0,2,0,2,4,1,3
1777,2,1,0,0,3,2,0
1778,4,1,4,2,2,2,0
1779,1,3,3,2,0,2,2
1780,0,3,2,4,4,2,1
1781,2,0,0,1,3,3,1
1782,0,2,2,1,3,4,2
1783,2,0,0,2,0,2,0
1784,3,3,3,0,1,0,2
1785,4,3,0,0,2,2,2
1786,2,0,3,2,1,1,1
1787,1,0,2,0,0,0,0
1788,1,3,0,1,4,4,0
1789,1,1,0,4,2,1,3
1790,4,3,2,1,4,3,3
1791,3,2,4,4,1,0,1
1792,4,3,3,2,4,1,2
1793,1,0,1,0,3,2,1
1794,1,3,1,0,0,4,4
1795,0,1,0,3,0,4,0
1796,2,1,0,1,2,3,1
1797,1,2,4,3,2,4,1
1798,0,1,1,3,3,0,2
1799,1,4,1,3,2,1,1
1800,0,2,3,2,0,1,0
1801,3,3,0,2,1,2,4
1802,0,2,1,3,4,2,1
1803,2,3,0,4,0,0,1
1804,3,0,2,3,3,3,2
1805,4,3,0,0,3,4,1
1806,0,3,1,0,1,0,0
1807,2,1,0,1,1,1,1
1808,0,3,1,0,1,1,1
1809,1,4,2,4,1,2,3
1810,2,0,1,0,2,2,2
1811,1,0,0,1,0,3,0
1812,1,4,3,3,3,3,3
1813,3,1,0,2,0,1,3
1814,3,3,4,2,3,0,0
1815,0,2,1,1,1,3,0
1816,3,4,3,0,0,4,2
1817,4,1,4,4,4,2,2
1818,1,3,4,1,1,2,1
1819,2,4,2,1,1,2,0
1820,2,0,0,0,2,3,4
1821,2,3,0,3,0,1,4
1822,3,0,3,2,3,3,3
1823,0,1,0,1,3,3,2
1824,0,0,3,1,1,4,0
1825,3,3,1,1,1,4,1
1826,1,3,2,0,4,0,3
1827,3,0,2,1,0,0,0
1828,0,0,2,0,1,0,3
1829,0,0,2,1,1,4,1
1830,3,0,3,1,4,4,0
1831,4,0,4,3,0,3,2
1832,3,0,1,4,2,0,0
1833,0,3,1,3,0,2,2
1834,1,4,3,0,0,4,2
1835,2,1,0,1,1,1,0
1836,1,0,2,3,1,4,0
1837,3,2,4,0,3,0,1
1838,3,3,0,0,2,4,1
1839,0,0,4,3,2,1,0
1840,0,3,0,2,0,2,4
1841,2,1,2,3,3,4,4
1842,3,0,2,0,2,0,1
1843,3,4,0,0,1,3,2
1844,1,3,0,0,2,3,0
1845,3,3,3,4,0,1,1
1846,4,3,1,0,1,2,2
1847,1,3,4,2,1,3,0
1848,2,0,0,2,4,2,0
1849,3,0,3,3,3,0,0
1850,0,4,0,1,0,1,2
1851,4,0,4,1,1,0,3
1852,2,2,1,0,4,4,1
1853,0,1,2,1,3,4,2
1854,4,4,1,4,3,1,0
1855,1,3,0,0,3,0,2
1856,3,0,1,3,2,4,4
1857,3,1,2,4,1,2,2
1858,4,0,0,4,2,1,3
1859,1,2,0,0,3,1,1
1860,2,2,1,4,2,1,1
1861,1,1,3,0,2,2,3
1862,3,1,1,2,2,0,4
1863,4,4,4,0,0,4,4
1864,2,2,3,3,0,3,0
1865,2,0,1,3,4,0,1
1866,2,4,0,2,3,3,0
1867,1,0,4,2,4,0,1
1868,2,1,3,3,0,0,1
1869,0,1,3,3,0,1,1
1870,1,3,2,4,0,3,0
1871,0,3,0,0,2,0,2
1872,1,4,3,3,4,2,3
1873,0,4,0,3,0,4,2
1874,1,2,1,2,1,4,2
1875,2,3,1,4,2,1,1
1876,3,0,0,4,2,1,1
1877,1,1,1,3,3,3,3
1878,2,0,0,1,4,3,2
1879,1,3,0,4,1,1,1
1880,3,1,4,3,0,1,0
1881,2,4,2,4,3,0,0
1882,0,0,2,0,3,0,3
1883,2,0,2,3,1,0,1
1884,4,1,0,3,4,0,3
1885,3,3,2,0,2,2,2
1886,2,4,4,4,4,0,1
1887,3,1,0,4,2,4,3
1888,2,0,2,3,4,0,3
1889,2,3,0,1,1,2,1
1890,3,1,0,1,3,1,0
1891,3,3,0,0,2,0,0
1892,3,0,0,2,3,1,3
1893,0,4,4,4,2,1,0
1894,1,4,4,4,3,4,3
1895,2,0,1,1,4,0,3
1896,4,1,2,2,0,4,4
1897,2,1,4,4,4,0,0
1898,3,0,0,0,3,0,2
1899,4,1,0,3,0,4,1
1900,0,0,0,0,0,3,1
1901,1,0,3,0,0,3,1
1902,4,1,4,2,4,0,3
1903,3,0,4,3,0,0,1
1904,1,4,4,0,3,3,1
1905,1,0,0,0,3,2,1
1906,2,0,0,1,4,1,0
1907,4,0,0,2,0,4,0
1908,1,1,4,0,4,4,3
1909,3,4,2,1,1,2,4
1910,3,2,0,2,1,1,3
1911,4,0,2,4,3,4,3
1912,2,3,1,2,1,0,0
1913,4,3,1,2,4,2,2
1914,1,0,2,4,1,0,2
1915,3,3,3,2,0,4,2
1916,1,0,0,2,2,0,0
1917,4,4,1,0,0,1,0
1918,3,1,0,3,4,0,0
1919,4,3,2,0,2,2,3
1920,0,1,2,0,1,3,4
1921,0,3,0,0,1,3,0
1922,3,2,1,3,2,2,4
1923,4,3,0,2,0,4,3
1924,3,4,1,1,1,1,4
1925,0,3,2,2,1,0,0
1926,3,1,4,4,1,3,0
1927,1,0,4,4,0,3,2
1928,2,4,2,4,0,1,1
1929,3,0,0,0,4,2,3
1930,2,3,0,2,0,4,1
1931,4,2,1,3,2,2,3
1932,3,0,2,4,0,3,3
1933,0,2,0,4,1,4,0
1934,2,0,2,0,3,2,3
1935,3,4,3,4,3,1,0
1936,1,4,4,0,4,0,0
1937,0,3,1,3,0,3,1
1938,4,1,4,1,1,3,3
1939,3,0,0,4,1,0,2
1940,0,3,2,2,2,3,1
1941,2,3,3,1,0,4,1
1942,1,4,0,4,2,2,2
1943,3,0,4,2,0,4,2
1944,2,4,1,0,1,0,2
1945,3,0,1,0,2,4,3
1946,2,2,3,3,4,2,4
1947,2,3,3,2,1,0,3
1948,1,0,3,0,4,3,1
1949,4,2,0,0,4,1,3
1950,3,3,0,3,3,0,3
1951,0,4,0,0,4,3,1
1952,3,1,1,0,1,0,0
1953,1,1,1,3,4,4,0
1954,1,3,4,1,0,0,3
1955,3,1,0,1,0,1,4
1956,1,3,0,4,1,1,0
1957,4,1,0,0,2,1,3
1958,3,1,1,3,3,1,1
1959,2,0,2,2,0,1,1
1960,4,0,3,0,4,0,2
1961,1,1,0,1,4,2,0
1962,1,0,1,0,4,1,0
1963,2,2,1,0,1,2,4
1964,3,1,0,1,0,2,1
1965,3,0,0,1,0,0,0
1966,1,4,0,3,2,0,0
1967,1,2,2,1,2,4,0
1968,4,0,2,0,0,0,0
1969,1,3,3,2,3,4,0
1970,4,0,0,1,1,3,1
1971,2,4,0,0,0,3,1
1972,4,0,2,4,1,0,0
1973,4,2,3,3,4,0,1
1974,4,3,4,3,3,3,3
1975,1,1,4,0,0,0,1
1976,2,0,2,1,0,0,0
1977,1,4,0,1,3,1,3
1978,4,1,1,3,1,4,0
1979,4,2,3,0,3,4,4
1980,3,0,4,0,3,0,4
1981,4,0,0,4,0,0,3
1982,1,1,1,3,0,4,0
1983,3,0,4,0,0,0,3
1984,3,3,4,2,4,0,3
1985,1,3,2,4,3,1,2
1986,0,0,1,4,3,3,1
1987,1,4,1,4,4,0,3
1988,2,0,0,0,4,0,0
1989,1,2,0,2,4,0,3
1990,4,0,4,1,4,3,4
1991,0,0,0,2,4,0,3
1992,4,0,4,3,3,2,3
1993,0,0,0,0,3,4,4
1994,0,4,3,0,2,2,0
1995,4,0,4,1,1,4,0
1996,1,0,0,4,3,1,4
1997,3,2,1,0,0,4,3
1998,4,2,0,3,0,4,2
1999,0,1,2,0,0,3,1
2000,2,0,0,1,3,1,1
2001,0,1,2,1,0,1,0
2002,1,3,0,0,0,1,2
2003,2,3,3,0,4,1,4
2004,0,3,2,0,1,4,1
2005,1,0,3,4,1,3,2
2006,3,2,4,0,3,0,2
2007,3,0,1,1,0,4,3
2008,1,2,1,4,4,3,0
2009,1,3,2,1,0,2,4
2010,3,2,4,0,1,3,2
2011,3,2,0,0,4,2,3
2012,1,0,0,1,3,0,4
2013,2,0,2,3,4,3,3
2014,2,0,0,3,1,0,0
2015,3,3,2,0,0,0,3
2016,3,3,0,1,3,0,2
2017,3,0,0,4,0,1,1
2018,1,4,3,3,1,3,1
2019,3,4,0,4,0,0,1
2020,4,3,1,4,0,0,1
2021,0,4,2,4,2,1,4
2022,4,0,3,1,0,3,0
2023,0,4,0,4,0,2,2
2024,4,4,2,0,3,1,2
2025,0,3,2,4,1,2,1
2026,3,0,0,0,1,1,4
2027,2,2,2,0,1,4,3
2028,4,0,1,1,1,4,1
2029,0,4,4,2,2,3,4
2030,0,0,3,0,4,0,3
2031,0,1,3,0,0,0,4
2032,3,4,0,2,0,0,4
2033,1,4,0,2,2,1,2
2034,2,2,4,4,4,2,1
2035,0,4,4,4,0,3,1
2036,0,4,2,1,0,2,0
2037,3,0,1,1,0,2,2
2038,4,0,0,2,2,3,1
2039,4,0,0,1,1,0,0
2040,1,3,0,2,0,0,1
2041,3,2,4,2,0,4,2
2042,3,2,1,0,1,4,1
2043,4,2,1,3,1,0,0
2044,4,3,0,2,1,0,0
2045,2,0,4,3,1,4,4
2046,2,0,3,3,4,0,0
2047,4,1,0,1,4,1,0
2048,0,0,2,3,0,4,0
2049,1,4,3,2,0,0,0
2050,0,0,3,2,3,0,3
2051,3,2,3,3,0,2,1
2052,3,0,3,1,0,2,3
2053,3,3,0,4,0,4,2
2054,3,0,4,0,0,1,1
2055,4,0,0,2,3,1,3
2056,4,2,4,2,1,1,4
2057,0,3,1,3,0,1,1
2058,3,1,2,2,4,3,1
2059,2,0,4,0,2,4,0
2060,0,3,4,0,0,3,3
2061,2,3,2,1,0,4,4
2062,0,1,2,0,3,1,1
2063,1,2,2,2,2,1,0
2064,0,0,0,0,3,0,1
2065,3,4,2,1,2,3,0
2066,2,1,3,2,4,2,0
2067,1,1,4,2,1,2,3
2068,4,2,0,2,0,3,0
2069,3,0,1,0,0,0,0
2070,0,1,0,1,0,3,2
2071,0,0,0,3,4,0,0
2072,3,4,2,2,3,2,0
2073,2,0,2,3,1,3,1
2074,0,3,1,2,0,0,1
2075,4,2,1,0,2,0,4
2076,3,2,3,0,0,0,4
2077,2,1,0,2,0,3,3
2078,1,0,4,1,4,4,1
2079,0,0,2,0,1,1,0
2080,3,4,4,1,4,1,4
2081,1,0,4,3,0,2,1
2082,4,1,4,2,2,4,1
2083,0,0,2,0,3,2,3
2084,4,4,2,4,1,0,2
2085,0,1,0,4,2,0,1
2086,1,4,4,0,0,3,0
2087,1,3,0,2,0,0,2
2088,2,3,0,3,3,0,1
2089,1,4,1,4,0,0,2
2090,0,4,0,3,3,0,0
2091,1,0,4,3,3,2,2
2092,0,0,0,0,2,4,0
2093,2,1,1,2,2,0,1
2094,1,0,2,3,0,4,3
2095,1,3,1,0,0,3,0
2096,1,2,4,0,0,3,2
2097,3,2,3,3,0,0,0
2098,0,2,4,2,3,2,2
2099,0,0,0,2,2,0,3
2100,2,2,1,4,1,2,2
2101,1,1,4,0,0,1,0
2102,1,0,2,2,1,0,2
2103,3,3,3,0,2,0,1
2104,0,0,4,0,0,4,3
2105,1,0,2,1,4,0,2
2106,0,0,4,2,1,0,2
2107,0,1,2,2,2,1,0
2108,3,2,0,0,3,4,1
2109,1,0,4,3,1,4,1
2110,1,0,0,2,4,3,3
2111,1,2,3,1,2,1,2
2112,1,0,0,0,4,3,0
2113,0,0,3,1,2,3,0
2114,4,4,3,0,0,2,3
2115,2,0,1,1,4,1,3
2116,3,1,1,0,3,1,1
2117,3,3,4,3,2,0,4
2118,1,4,1,0,0,0,4
2119,3,0,0,1,2,1,3
2120,0,4,1,0,1,2,1
2121,2,4,0,3,0,1,2
2122,1,3,0,1,0,1,1
2123,3,1,2,0,0,4,1
2124,0,4,4,1,0,0,0
2125,2,2,1,0,2,0,2
2126,2,3,3,0,4,0,0
2127,1,0,1,0,2,3,0
2128,4,3,0,4,3,0,3
2129,1,4,3,4,4,4,3
2130,1,1,4,1,2,3,1
2131,4,3,0,0,0,4,3
2132,0,3,1,4,3,4,0
2133,1,1,1,0,0,2,1
2134,0,3,1,1,3,1,2
2135,0,4,4,4,3,0,1
2136,0,1,4,0,0,4,4
2137,1,4,0,1,0,4,4
2138,1,2,4,3,1,3,2
2139,1,0,2,2,3,0,1
2140,4,4,0,4,3,1,1
2141,3,1,1,0,3,1,3
2142,0,1,4,0,4,1,1
2143,1,3,0,0,4,4,0
2144,2,0,0,0,4,2,1
2145,0,2,4,0,2,0,3
2146,4,4,1,4,0,2,1
2147,2,1,0,2,4,3,1
2148,0,4,0,0,0,3,1
2149,1,1,0,1,4,1,4
2150,2,4,4,4,4,2,1
2151,0,0,3,0,1,3,1
2152,2,3,0,0,0,2,4
2153,4,2,2,0,0,3,1
2154,2,2,0,1,0,0,0
2155,1,1,4,1,0,4,0
2156,4,2,3,4,1,0,2
2157,0,1,1,0,1,0,3
2158,1,0,0,2,1,0,1
2159,1,1,0,0,1,0,4
2160,2,3,0,3,3,0,0
2161,3,3,4,1,4,1,2
2162,4,0,2,3,0,0,4
2163,1,4,0,1,2,4,1
2164,0,2,0,4,1,3,3
2165,3,3,1,3,0,3,0
2166,0,2,4,0,1,4,3
2167,4,0,0,4,0,2,2
2168,2,4,0,2,0,1,1
2169,1,1,4,2,1,4,0
2170,2,3,0,4,2,1,3
2171,1,1,0,3,0,0,0
2172,2,0,1,1,0,4,1
2173,0,1,2,4,0,2,1
2174,4,0,3,0,0,0,1
2175,3,3,4,3,3,4,1
2176,1,0,0,3,1,2,1
2177,0,2,0,0,0,4,1
2178,4,2,0,1,1,3,1
2179,3,1,3,0,0,4,3
2180,3,4,0,3,2,2,1
2181,3,0,2,3,4,0,2
2182,1,1,0,4,2,4,2
2183,0,4,0,0,0,1,2
2184,3,1,0,3,1,0,3
2185,4,0,1,0,0,3,1
2186,3,0,3,1,0,4,0
2187,0,4,4,1,0,0,2
2188,3,4,4,4,0,0,4
2189,3,2,4,0,3,2,0
2190,2,4,2,0,1,0,4
2191,4,0,1,4,2,2,1
2192,0,0,2,1,2,1,0
2193,0,0,0,2,1,0,0
2194,3,2,1,2,0,0,1
2195,2,2,1,0,0,3,1
2196,1,0,3,1,3,0,1
2197,3,0,0,2,2,4,1
2198,1,1,0,2,1,0,4
2199,2,0,4,4,0,0,0
2200,1,2,1,4,1,4,1
2201,4,2,1,2,3,2,4
2202,2,3,4,0,0,0,4
2203,1,2,3,2,4,0,3
2204,3,4,1,2,1,4,0
2205,0,2,3,0,0,1,2
2206,2,0,1,2,1,3,4
2207,2,2,2,1,0,3,0
2208,2,1,3,0,3,0,1
2209,0,2,1,4,0,0,1
2210,2,1,2,4,3,4,1
2211,1,0,0,4,0,0,3
2212,1,0,0,4,2,2,3
2213,1,2,0,4,0,2,1
2214,3,2,1,1,1,0,4
2215,0,1,1,0,3,0,4
2216,2,1,1,1,1,2,4
2217,3,2,3,2,0,0,0
2218,4,0,0,0,4,4,1
2219,2,3,1,1,1,1,1
2220,1,0,0,1,0,0,0
2221,3,2,2,0,2,4,3
2222,4,0,0,2,0,1,4
2223,0,1,2,3,3,1,1
2224,0,3,3,0,0,2,1
2225,1,2,2,1,3,0,4
2226,3,4,3,4,0,0,1
2227,1,1,1,2,0,2,3
2228,1,0,1,0,3,0,1
2229,0,4,4,3,1,0,1
2230,2,4,3,0,3,3,2
2231,0,1,2,1,2,2,1
2232,2,0,2,4,2,1,0
2233,2,2,2,0,0,0,0
2234,4,0,1,0,4,4,4
2235,2,3,1,3,2,3,3
2236,2,2,2,2,0,2,4
2237,3,0,4,0,2,4,2
2238,4,0,4,4,0,0,1
2239,2,0,2,0,2,1,2
2240,4,0,4,0,4,1,4
2241,1,0,0,1,0,0,4
2242,0,0,3,1,3,0,3
2243,4,2,2,0,4,3,0
2244,4,0,3,3,0,3,0
2245,4,0,1,1,0,2,3
2246,4,1,0,4,3,4,4
2247,2,3,0,1,1,2,4
2248,2,0,2,2,1,0,4
2249,2,0,4,1,1,3,2
2250,2,0,4,0,0,3,0
2251,3,4,1,1,0,0,2
2252,3,3,4,1,2,1,1
2253,2,4,2,0,0,0,2
2254,0,4,4,3,0,1,1
2255,4,4,4,1,2,1,0
2256,1,2,3,1,3,0,0
2257,3,0,0,1,1,1,1
2258,1,0,2,1,4,3,2
2259,0,1,2,1,2,0,4
2260,0,3,0,4,1,2,1
2261,4,0,0,1,4,2,3
2262,1,2,4,1,3,4,2
2263,3,1,0,1,1,1,3
2264,3,3,0,3,0,0,0
2265,2,2,0,3,2,2,4
2266,2,2,4,4,4,2,0
2267,4,2,4,0,1,0,0
2268,3,3,0,1,2,1,3
2269,1,1,0,4,0,4,1
2270,3,1,3,3,0,2,4
2271,0,4,0,3,0,1,1
2272,3,3,4,4,1,3,2
2273,1,3,4,2,2,3,4
2274,3,0,0,0,1,2,0
2275,0,2,3,0,1,2,4
2276,0,2,4,0,1,4,1
2277,3,3,4,3,4,2,0
2278,4,0,3,1,0,3,3
2279,3,3,0,3,0,3,3
2280,0,0,0,1,4,3,0
2281,4,0,3,3,0,0,0
2282,1,4,2,0,3,3,1
2283,0,0,4,2,3,2,1
2284,1,4,0,2,3,4,3
