,chlorides,total_sulfur_dioxide,volatile_acidity,free_sulfur_dioxide,density,sulphates,residual_sugar
786,4,2,4,0,1,3,1
787,0,4,0,0,0,4,4
788,0,3,1,1,0,0,0
789,0,2,4,0,0,0,0
790,2,1,1,0,0,1,0
791,3,1,0,0,1,1,3
792,0,0,2,0,0,0,0
793,0,1,1,0,4,0,0
794,0,2,0,0,2,1,0
795,0,0,4,0,0,0,0
796,1,1,1,0,0,0,0
797,0,3,2,0,0,1,0
798,0,3,0,0,0,1,0
799,0,1,0,0,0,0,0
800,1,0,2,0,0,1,0
801,0,2,0,0,1,4,4
802,0,1,0,0,0,3,0
803,1,1,0,2,0,1,1
804,1,0,1,0,1,1,0
805,0,0,1,1,0,2,3
806,0,0,0,4,0,1,0
807,0,0,0,3,0,0,0
808,0,0,0,0,0,1,0
809,0,0,1,0,0,0,0
810,0,0,0,0,0,4,0
811,0,1,0,1,0,0,0
812,0,0,2,1,0,1,0
813,0,3,1,0,0,0,0
814,4,0,0,0,3,0,0
815,0,2,0,0,0,3,0
816,0,2,0,0,0,0,0
817,0,0,1,0,0,0,0
818,0,1,0,2,3,0,3
819,3,2,1,0,1,0,0
820,0,1,0,0,1,3,3
821,0,1,0,0,0,1,2
822,0,4,0,2,1,2,0
823,0,2,0,1,1,0,1
824,0,2,0,2,0,0,1
825,3,1,0,0,0,0,0
826,0,2,0,0,3,3,3
827,0,1,1,1,2,0,0
828,0,1,3,1,0,4,1
829,0,1,0,0,0,1,0
830,0,3,0,0,0,1,0
831,0,1,1,0,0,0,0
832,0,0,1,0,0,0,0
833,0,0,2,0,1,1,0
834,0,1,0,0,0,0,0
835,1,3,0,1,0,4,0
836,0,0,0,0,1,1,0
837,0,1,1,3,0,0,0
838,0,0,3,0,1,1,0
839,0,2,2,0,4,4,0
840,0,0,1,0,1,1,3
841,0,1,0,2,0,0,0
842,0,1,1,0,0,1,0
843,0,0,1,0,0,0,0
844,0,2,0,0,3,1,0
845,1,1,0,0,0,0,0
846,0,1,3,0,2,0,1
847,0,1,4,1,0,1,3
848,4,3,1,2,0,0,0
849,0,0,0,0,0,1,0
850,1,2,0,4,0,0,2
851,1,1,0,0,4,0,0
852,1,1,1,4,1,0,0
853,0,0,0,0,0,0,0
854,0,0,0,0,0,1,0
855,4,0,0,0,0,3,0
856,3,1,0,0,4,1,0
857,1,3,1,0,0,0,0
858,1,0,3,0,0,4,0
859,0,4,1,0,2,0,0
860,0,1,1,0,0,0,0
861,0,1,1,3,1,3,1
862,0,1,0,0,4,0,1
863,3,2,0,1,0,0,0
864,0,1,0,0,0,0,0
865,0,1,0,0,0,0,0
866,0,0,1,0,0,0,4
867,4,2,0,0,0,1,0
868,0,2,3,0,0,1,0
869,0,1,0,1,0,0,0
870,0,1,0,0,0,0,0
871,0,1,2,0,1,0,3
872,0,3,0,2,3,4,3
873,2,1,1,0,0,2,0
874,4,1,0,2,0,1,0
875,2,2,0,0,3,0,0
876,0,2,0,0,0,0,0
877,4,2,0,0,0,3,0
878,2,2,3,0,2,0,2
879,0,0,2,0,0,1,4
880,0,0,1,1,1,1,0
881,0,0,0,0,0,1,0
882,3,0,1,0,2,1,0
883,0,2,0,0,0,2,0
884,0,1,0,3,2,2,1
885,0,1,1,0,0,1,0
886,0,1,0,0,0,1,0
887,0,1,0,0,0,4,0
888,0,2,3,0,0,4,0
889,0,1,3,4,0,0,0
890,4,0,1,0,0,0,0
891,1,0,2,2,0,0,0
892,2,0,1,0,0,1,0
893,0,2,1,0,0,2,0
894,0,0,2,1,1,0,0
895,0,2,3,0,0,1,0
896,0,2,1,0,3,0,2
897,2,1,1,4,0,0,0
898,0,1,0,1,0,2,4
899,0,0,1,3,4,0,0
900,0,1,0,1,0,0,0
901,2,2,1,0,0,1,0
902,0,1,0,0,0,1,0
903,0,1,4,0,0,0,1
904,0,0,0,0,0,0,0
905,0,1,3,3,1,0,1
906,3,3,1,2,0,3,0
907,0,1,0,0,0,0,0
908,4,1,0,0,2,0,3
909,2,0,0,0,2,0,0
910,1,3,1,0,1,0,0
911,0,2,3,1,0,1,0
912,0,0,0,0,0,4,0
913,0,1,0,0,3,0,0
914,0,0,0,0,0,0,0
915,0,1,0,0,0,0,0
916,0,1,0,1,0,1,0
917,1,0,3,0,0,0,0
918,0,0,0,0,0,0,4
919,0,1,1,0,1,0,4
920,0,2,0,2,3,1,0
921,2,4,0,1,0,0,4
922,2,2,1,0,0,1,0
923,0,0,0,3,0,1,0
924,2,1,0,0,0,0,0
925,0,0,2,0,0,4,0
926,4,1,0,0,0,1,4
927,3,1,0,1,0,0,0
928,0,2,0,3,0,0,0
929,0,1,0,0,0,0,0
930,0,1,0,0,0,1,2
931,0,3,0,0,0,1,0
932,0,1,1,0,0,0,0
933,4,1,1,4,0,0,1
934,0,0,1,0,0,0,0
935,0,2,0,3,3,0,0
936,0,0,1,3,1,4,0
937,4,1,0,0,0,4,0
938,0,2,0,0,1,0,3
939,1,2,2,1,1,0,1
940,1,3,1,0,0,0,0
941,0,1,0,0,1,1,1
942,0,4,0,0,0,0,0
943,0,1,4,2,0,3,0
944,0,4,1,2,0,0,0
945,3,1,0,4,0,0,0
946,0,2,3,0,1,1,2
947,0,1,3,0,0,0,0
948,0,1,2,0,1,1,0
949,0,2,1,1,4,0,0
950,0,1,0,0,2,2,0
951,3,0,1,0,2,0,1
952,0,1,1,1,3,0,0
953,4,2,0,0,2,0,0
954,0,4,0,4,0,1,0
955,1,2,4,0,1,0,0
956,2,2,4,0,2,3,0
957,4,0,1,0,0,0,2
958,0,2,2,1,3,4,4
959,0,2,0,2,0,0,0
960,0,0,1,0,1,1,0
961,0,3,0,0,0,0,0
962,0,1,0,0,3,4,0
963,3,2,0,0,0,1,0
964,0,2,0,0,1,0,1
965,2,1,0,1,1,1,1
966,0,1,0,0,0,0,0
967,3,1,1,0,0,0,4
968,0,0,1,0,0,3,2
969,0,1,0,2,0,0,0
970,0,1,0,1,0,1,0
971,4,2,1,0,1,0,0
972,0,2,3,0,0,1,0
973,0,2,0,0,0,1,0
974,0,1,0,1,1,0,1
975,0,1,0,1,1,1,0
976,0,1,0,0,1,0,2
977,1,1,1,1,0,0,1
978,0,1,0,0,4,4,0
979,0,0,0,0,0,1,0
980,2,1,3,2,0,0,0
981,3,4,1,0,0,0,1
982,1,1,1,2,0,0,0
983,0,1,0,0,4,2,1
984,0,0,0,0,3,4,3
985,1,0,0,0,1,0,0
986,0,1,1,0,2,0,0
987,0,3,0,2,0,1,0
988,0,1,4,0,1,0,1
989,0,1,0,0,0,1,4
990,0,1,3,0,4,0,0
991,0,1,0,0,0,0,0
992,0,1,0,2,0,0,0
993,0,0,1,3,0,1,0
994,0,1,0,0,0,0,0
995,0,1,0,0,2,1,0
996,3,0,1,0,1,1,3
997,1,2,0,0,0,1,3
998,0,4,1,0,1,3,0
999,0,0,0,0,1,1,0
1000,0,0,4,0,1,4,0
1001,1,0,0,0,0,0,0
1002,1,4,3,0,1,1,0
1003,0,1,2,0,0,4,1
1004,0,1,0,0,1,0,0
1005,0,1,1,2,0,0,4
1006,0,1,0,3,0,0,0
1007,0,2,0,0,0,0,0
1008,2,1,2,0,0,3,0
1009,1,1,1,0,1,1,0
1010,0,1,0,2,0,0,0
1011,2,4,0,0,0,0,4
1012,0,1,2,1,0,0,0
1013,0,1,0,0,0,0,0
1014,1,4,1,0,0,0,0
1015,0,1,0,3,0,0,0
1016,0,1,1,0,0,0,0
1017,0,1,3,0,4,0,0
1018,0,0,0,0,0,1,0
1019,0,3,0,0,1,1,0
1020,2,1,0,0,0,0,0
1021,0,3,0,1,0,4,0
1022,0,0,2,0,1,1,0
1023,1,1,4,0,1,0,0
1024,0,3,2,0,3,0,0
1025,0,2,0,0,1,0,0
1026,0,0,2,0,3,2,0
1027,0,1,3,0,0,4,0
1028,0,1,0,0,0,4,0
1029,0,2,1,0,4,1,1
1030,0,1,4,0,0,0,0
1031,0,3,0,0,0,0,0
1032,0,3,0,0,2,0,0
1033,0,1,2,4,0,0,3
1034,0,1,0,0,0,1,0
1035,0,4,4,1,1,0,0
1036,1,2,0,0,0,4,0
1037,0,2,1,2,3,0,0
1038,4,1,0,0,1,0,0
1039,2,0,0,0,0,0,0
1040,0,1,4,0,1,4,1
1041,0,2,0,0,3,0,0
1042,0,1,2,0,0,3,0
1043,0,0,2,0,3,1,1
1044,3,2,2,1,1,0,0
1045,0,3,0,0,4,0,0
1046,0,1,2,0,0,0,0
1047,0,0,0,0,3,0,0
1048,0,1,0,0,3,0,0
1049,4,0,1,0,1,4,1
1050,0,1,0,0,1,0,0
1051,0,0,0,0,1,1,0
1052,1,0,0,3,1,0,0
1053,0,1,0,0,0,4,0
1054,1,1,1,2,1,1,0
1055,0,1,0,2,0,4,0
1056,0,1,0,3,0,1,0
1057,3,1,0,2,1,0,3
1058,0,0,1,0,3,4,0
1059,3,1,0,1,2,3,0
1060,2,1,0,4,0,0,0
1061,1,1,0,1,0,1,0
1062,0,0,0,4,0,0,0
1063,0,1,0,0,0,0,2
1064,0,1,0,0,4,0,1
1065,1,2,0,4,0,0,0
1066,0,0,0,0,0,2,0
1067,4,0,4,0,0,0,1
1068,0,2,3,0,0,2,1
1069,0,0,0,4,0,0,0
1070,0,3,0,0,4,3,1
1071,1,4,0,0,0,0,0
1072,2,4,0,0,1,0,0
1073,0,0,1,2,0,0,1
1074,4,0,4,0,1,1,0
1075,0,0,1,0,0,1,0
1076,2,1,0,3,0,4,2
1077,0,0,4,0,0,2,3
1078,2,1,0,4,0,0,2
1079,0,0,1,0,2,1,0
1080,0,1,1,1,0,0,0
1081,0,2,1,0,3,4,0
1082,0,0,1,0,0,1,0
1083,0,3,0,0,0,0,0
1084,3,1,0,0,0,1,0
1085,0,1,0,1,1,1,2
1086,0,1,3,0,3,0,0
1087,0,1,0,0,0,0,0
1088,1,0,0,0,4,1,2
1089,0,2,0,0,0,0,4
1090,0,0,1,0,0,1,0
1091,1,0,1,0,0,1,0
1092,1,1,4,0,0,4,0
1093,1,0,1,0,0,0,0
1094,0,1,1,0,0,0,0
1095,1,0,2,0,0,1,0
1096,0,1,0,0,2,0,3
1097,0,0,1,0,0,3,0
1098,0,0,1,0,0,4,1
1099,0,4,1,0,3,0,0
1100,1,4,2,0,0,1,0
1101,0,1,0,4,0,0,0
1102,0,1,2,0,1,0,0
1103,0,0,0,0,1,1,3
1104,0,4,2,0,0,4,1
1105,0,3,0,3,0,0,0
1106,3,0,1,0,0,0,2
1107,0,1,2,0,0,1,0
1108,1,1,0,1,0,3,0
1109,0,0,1,0,4,2,3
1110,4,1,4,0,0,0,0
1111,4,2,1,3,0,0,0
1112,1,1,1,0,0,1,0
1113,0,1,1,1,0,0,1
1114,0,3,0,0,0,0,1
1115,0,0,0,0,3,1,0
1116,1,1,2,0,2,0,0
1117,0,0,1,0,2,1,0
1118,1,1,1,0,0,4,0
1119,1,2,0,0,1,4,1
1120,0,3,0,0,0,1,0
1121,0,1,0,4,0,0,0
1122,0,1,0,0,0,0,0
1123,0,1,0,1,0,0,2
1124,0,1,0,0,1,0,0
1125,0,1,0,0,0,1,2
1126,0,1,4,4,0,0,0
1127,0,1,0,0,0,0,0
1128,0,1,0,3,0,0,1
1129,1,0,2,0,0,4,0
1130,0,0,0,4,0,1,0
1131,0,1,0,2,0,0,0
1132,0,1,0,4,0,1,4
1133,0,1,0,0,0,1,0
1134,3,0,1,4,4,0,0
1135,2,3,1,0,0,0,1
1136,0,1,4,0,1,3,0
1137,0,1,0,1,0,0,0
1138,0,0,2,0,0,2,1
1139,0,1,2,2,0,1,0
1140,1,2,0,0,0,0,0
1141,0,1,1,0,0,0,0
1142,0,0,2,0,0,1,0
1143,0,1,0,0,0,2,4
1144,0,2,2,0,0,3,0
1145,0,1,0,0,2,3,3
1146,0,2,0,0,0,0,4
1147,0,1,2,0,3,1,2
1148,1,4,3,4,2,0,1
1149,0,0,0,0,0,0,0
1150,4,0,2,0,0,1,0
1151,0,2,1,0,0,3,4
1152,0,0,0,2,0,0,3
1153,1,1,0,0,1,0,0
1154,0,0,0,0,0,0,0
1155,2,3,2,0,1,3,0
1156,0,1,0,0,2,0,0
1157,0,1,0,3,0,0,0
1158,1,3,3,0,0,0,0
1159,1,0,0,4,0,2,0
1160,1,2,0,0,3,0,0
1161,0,0,2,0,0,0,0
1162,0,3,0,4,0,0,0
1163,0,1,0,0,0,0,0
1164,0,1,1,0,1,4,1
1165,0,1,4,0,0,0,0
1166,0,0,4,3,3,0,0
1167,0,4,0,3,4,3,4
1168,0,1,0,0,0,0,0
1169,0,0,3,0,1,1,0
1170,4,1,0,0,0,0,0
1171,0,1,1,0,0,1,0
1172,0,1,0,0,0,0,0
1173,0,0,1,0,1,1,0
1174,0,4,2,0,1,3,1
1175,4,1,0,0,0,0,0
1176,0,2,4,0,0,2,0
1177,0,1,0,0,0,0,0
1178,0,1,1,0,0,1,1
1179,0,1,0,0,0,1,4
1180,0,3,1,1,0,3,0
1181,0,1,0,2,0,1,2
1182,0,2,1,2,2,1,0
1183,0,4,0,0,0,0,0
1184,0,1,0,0,0,1,0
1185,0,1,1,0,2,0,0
1186,0,0,1,0,1,1,0
1187,2,1,0,0,2,4,0
1188,0,4,0,0,1,0,1
1189,0,4,0,0,0,2,0
1190,1,0,1,0,0,0,0
1191,0,2,1,1,1,2,4
1192,0,1,0,0,2,0,1
1193,0,1,0,0,1,1,0
1194,0,0,0,0,0,0,0
1195,0,1,0,0,0,0,0
1196,2,4,1,0,1,1,0
1197,0,1,0,0,0,0,0
1198,3,1,0,0,0,3,1
1199,0,1,0,0,0,1,0
1200,0,2,0,1,0,3,0
1201,0,2,4,3,1,2,1
1202,2,1,0,0,0,1,0
1203,0,0,1,0,0,0,0
1204,0,1,0,0,0,0,0
1205,3,0,0,0,0,1,1
1206,0,1,0,0,0,0,0
1207,0,1,0,0,0,0,2
1208,0,1,0,0,4,1,4
1209,0,1,1,1,0,1,0
1210,0,1,0,0,0,0,0
1211,0,0,1,2,0,4,4
1212,0,0,0,0,0,1,1
1213,0,3,0,0,1,0,1
1214,0,1,1,3,0,0,4
1215,0,1,0,0,2,0,1
1216,4,0,0,0,0,2,0
1217,3,1,0,0,0,1,0
1218,1,0,1,0,0,1,2
1219,1,3,1,0,0,0,1
1220,3,1,0,0,0,0,0
1221,0,1,0,0,4,0,1
1222,1,4,0,1,1,0,0
1223,0,0,1,0,0,4,0
1224,0,1,3,2,0,1,0
1225,4,0,0,4,0,0,0
1226,4,1,0,0,0,4,0
1227,2,2,0,0,0,1,0
1228,0,1,0,2,1,3,1
1229,0,1,0,0,2,4,0
1230,2,0,2,0,1,1,0
1231,0,1,3,0,3,0,0
1232,0,2,0,0,0,1,0
1233,0,1,0,0,3,2,0
1234,2,2,0,0,0,0,3
1235,0,0,2,0,3,1,0
1236,0,1,0,0,0,4,2
1237,0,0,0,3,0,2,0
1238,0,1,4,0,0,0,3
1239,0,1,1,2,0,0,0
1240,3,1,0,0,0,0,0
1241,0,4,1,0,2,1,3
1242,0,0,1,3,1,0,0
1243,0,1,0,0,1,0,1
1244,0,1,3,0,0,0,0
1245,1,2,0,0,1,0,1
1246,0,3,0,0,0,1,2
1247,0,1,3,0,0,0,0
1248,0,1,0,0,0,0,0
1249,0,1,0,1,0,0,1
1250,0,1,0,2,0,1,0
1251,2,1,3,0,0,0,0
1252,0,0,1,0,1,1,4
1253,0,1,0,2,2,4,0
1254,4,0,1,0,1,1,2
1255,0,0,3,0,0,0,0
1256,0,1,0,0,4,2,1
1257,0,2,2,1,0,0,0
1258,0,4,0,1,0,1,0
1259,0,0,0,0,0,4,0
1260,0,4,1,0,0,1,0
1261,0,1,1,0,0,0,3
1262,1,2,4,0,3,3,0
1263,4,2,0,4,0,1,0
1264,0,1,0,0,0,1,0
1265,2,2,0,0,0,0,3
1266,0,0,1,0,3,0,2
1267,0,1,0,0,0,1,0
1268,0,0,0,0,1,1,4
1269,0,2,3,1,3,0,0
1270,0,0,0,0,0,3,0
1271,1,1,0,0,0,0,0
1272,0,3,0,0,0,0,2
1273,0,0,2,0,1,1,0
1274,3,1,0,0,0,0,0
1275,0,2,1,4,1,0,2
1276,0,1,0,0,0,0,1
1277,0,2,0,0,0,0,0
1278,0,0,0,2,0,0,2
1279,2,1,0,4,0,0,0
1280,0,0,0,0,0,1,0
1281,0,4,1,3,0,0,0
1282,0,1,4,0,0,0,0
1283,0,0,0,0,0,4,0
1284,0,3,1,0,0,0,0
1285,0,0,2,0,0,3,0
1286,0,1,0,0,1,0,0
1287,0,2,0,0,0,1,4
1288,0,2,0,0,0,0,1
1289,0,1,4,2,1,0,0
1290,1,4,0,0,0,0,4
1291,0,1,4,0,0,3,0
1292,0,1,4,0,1,1,1
1293,1,0,1,0,1,1,0
1294,2,0,0,0,0,0,3
1295,0,2,0,1,0,0,0
1296,0,1,1,4,1,0,1
1297,0,1,0,0,0,0,0
1298,0,3,0,0,3,1,0
1299,3,1,0,0,0,1,0
1300,0,2,1,0,1,0,1
1301,0,0,0,0,0,1,0
1302,0,4,0,0,0,0,0
1303,0,1,0,0,1,0,2
1304,0,1,0,1,4,0,0
1305,0,2,0,0,0,2,0
1306,0,1,0,0,0,0,0
1307,0,3,0,0,0,3,0
1308,2,0,3,0,2,0,0
1309,0,1,0,2,0,1,1
1310,0,0,3,0,0,0,4
1311,0,1,1,0,4,0,1
1312,3,0,0,0,0,3,0
1313,0,1,1,0,0,0,0
1314,0,0,2,3,0,0,0
1315,0,1,0,0,0,1,0
1316,1,1,0,0,3,0,1
1317,0,0,0,0,0,0,0
1318,0,0,1,0,2,1,0
1319,0,0,1,0,0,1,0
1320,0,3,2,0,1,0,1
1321,1,1,1,1,0,0,0
1322,0,1,0,0,0,0,0
1323,0,1,0,0,2,4,0
1324,0,1,1,0,0,1,0
1325,0,1,0,0,0,1,1
1326,0,0,1,0,0,1,0
1327,3,2,0,0,4,0,0
1328,0,2,1,1,1,1,1
1329,0,0,1,0,2,4,0
1330,0,2,3,0,1,1,0
1331,0,1,0,0,0,0,0
1332,0,1,0,0,4,0,3
1333,0,1,0,4,0,0,0
1334,0,2,1,0,1,0,3
1335,4,2,0,1,0,0,0
1336,0,0,0,0,1,1,0
1337,0,4,1,0,4,0,0
1338,0,4,0,1,0,0,1
1339,2,0,1,0,0,3,0
1340,0,0,1,0,0,1,0
1341,0,0,3,0,2,1,0
1342,0,1,0,0,0,1,0
1343,0,0,1,2,0,1,0
1344,0,0,3,0,0,0,0
1345,1,4,2,1,1,1,1
1346,0,0,1,0,0,1,3
1347,0,1,0,0,1,0,1
1348,2,1,0,0,0,2,0
1349,0,1,0,0,3,0,0
1350,0,0,1,0,0,1,4
1351,0,1,0,0,0,0,0
1352,0,3,0,3,0,2,0
1353,0,1,0,0,1,0,1
1354,0,0,1,0,0,1,4
1355,2,0,0,0,1,1,3
1356,0,1,4,0,0,0,0
1357,4,1,2,0,2,0,0
1358,0,1,0,0,0,4,3
1359,0,1,0,0,3,0,0
1360,0,4,0,0,0,0,0
1361,3,0,4,0,2,0,0
1362,0,0,1,0,0,1,0
1363,1,0,1,0,0,0,1
1364,0,0,0,4,0,1,0
1365,1,1,0,0,0,1,0
1366,0,0,1,0,3,0,0
1367,0,1,0,0,0,0,3
1368,0,1,1,1,0,3,0
1369,3,1,3,0,3,1,0
1370,3,1,0,4,3,0,0
1371,0,0,1,1,4,4,0
1372,0,3,0,0,4,1,0
1373,0,0,2,0,0,0,0
1374,1,1,0,1,0,0,0
1375,0,1,0,0,0,1,4
1376,0,0,1,0,0,2,0
1377,0,1,2,0,0,0,0
1378,0,2,0,0,0,1,0
1379,0,2,0,0,0,2,0
1380,0,1,4,0,0,0,0
1381,0,0,0,0,0,1,0
1382,1,1,0,0,1,0,2
1383,1,0,1,0,1,3,2
1384,2,1,0,0,0,2,0
1385,2,3,0,0,2,1,0
1386,0,0,2,2,3,0,2
1387,0,1,0,0,0,1,0
1388,0,0,0,0,1,0,3
1389,0,0,1,3,1,1,0
1390,0,1,0,0,4,1,0
1391,0,0,0,0,0,1,0
1392,0,0,4,2,1,1,2
1393,0,3,1,0,0,3,0
1394,0,0,2,0,0,3,0
1395,0,4,1,0,0,1,0
1396,0,4,3,0,1,0,0
1397,0,1,0,0,0,0,0
1398,2,1,0,0,0,0,1
1399,3,1,0,0,0,0,0
1400,0,1,0,4,0,4,0
1401,1,3,0,0,4,1,4
1402,0,0,0,4,4,0,0
1403,4,1,0,0,0,1,0
1404,0,0,4,0,1,0,0
1405,1,0,1,3,3,1,0
1406,0,0,1,0,0,1,0
1407,0,2,0,2,1,0,0
1408,0,1,0,2,1,0,2
1409,0,1,1,2,0,0,4
1410,0,1,0,0,1,0,0
1411,0,1,0,0,0,0,0
1412,1,3,3,0,4,0,0
1413,0,0,2,4,0,0,0
1414,0,2,2,0,0,1,0
1415,1,0,2,3,1,0,0
1416,0,1,0,0,0,1,0
1417,0,0,0,1,0,2,0
1418,0,0,1,0,1,1,0
1419,4,0,0,0,0,2,0
1420,0,1,2,0,1,0,0
1421,0,1,0,0,0,1,0
1422,0,2,0,0,0,0,0
1423,0,2,3,4,0,0,0
1424,0,1,0,0,1,2,2
1425,0,0,1,0,0,0,0
1426,2,2,0,0,0,0,0
1427,0,0,3,0,1,1,0
1428,0,0,0,0,0,0,0
1429,0,1,0,2,0,0,0
1430,0,0,2,1,1,1,0
1431,4,0,0,3,3,0,4
1432,0,3,0,0,2,1,0
1433,0,1,0,4,0,4,3
1434,0,1,1,0,2,0,0
1435,0,1,0,0,0,4,0
1436,0,1,1,0,0,2,0
1437,0,0,1,3,1,1,0
1438,0,3,2,0,0,4,0
1439,2,2,0,0,3,0,0
1440,0,1,0,2,0,3,0
1441,0,1,0,1,0,2,0
1442,0,1,0,0,1,0,0
1443,0,3,0,0,0,0,1
1444,0,0,0,0,0,0,0
1445,0,0,2,0,0,0,0
1446,0,1,2,0,0,1,0
1447,0,1,1,0,1,0,0
1448,1,1,0,0,0,0,0
1449,0,1,0,1,0,0,0
1450,0,2,0,1,0,0,0
1451,0,0,0,0,2,3,0
1452,0,2,0,2,0,0,0
1453,0,1,2,0,0,0,0
1454,0,1,0,1,0,0,0
1455,0,0,2,1,0,4,0
1456,0,1,1,0,0,0,3
1457,4,1,0,0,0,2,0
1458,0,2,0,0,0,1,0
1459,0,4,2,0,0,1,0
1460,0,0,0,0,4,1,0
1461,1,1,0,0,0,0,0
1462,0,0,1,2,4,1,0
1463,0,1,0,0,0,0,0
1464,0,0,4,0,0,1,3
1465,0,1,1,0,0,4,0
1466,3,1,0,0,0,0,4
1467,0,1,0,2,4,3,0
1468,2,1,1,0,0,0,0
1469,2,1,0,1,3,0,0
1470,0,2,0,0,1,0,1
1471,0,1,0,0,0,0,0
1472,4,0,0,0,4,0,0
1473,0,0,2,0,0,0,0
1474,0,1,0,0,0,0,0
1475,0,2,0,0,0,0,0
1476,3,1,0,0,2,1,0
1477,1,1,0,0,0,1,0
1478,4,0,3,3,0,1,0
1479,4,1,0,0,0,0,0
1480,0,1,0,2,0,0,0
1481,0,1,3,0,3,2,3
1482,0,1,0,0,0,0,0
1483,0,1,1,0,1,1,0
1484,0,1,0,0,1,3,1
1485,0,2,0,0,0,1,0
1486,4,0,1,0,1,1,0
1487,0,1,2,0,0,0,0
1488,0,1,0,0,1,1,1
1489,0,0,2,0,0,1,0
1490,0,0,1,0,0,0,0
1491,0,1,0,1,0,0,0
1492,0,1,0,0,0,0,1
1493,0,2,0,0,0,0,0
1494,0,2,0,1,2,1,2
1495,0,0,0,0,0,0,0
1496,2,0,0,0,0,1,0
1497,0,1,0,0,2,2,0
1498,0,1,0,0,3,1,4
1499,2,4,1,2,0,1,0
1500,0,1,0,0,1,0,1
1501,0,2,4,0,0,3,0
1502,0,0,0,0,4,1,0
1503,0,0,1,0,4,1,4
1504,0,3,0,0,0,0,1
1505,0,1,0,0,0,4,0
1506,0,2,0,1,3,0,0
1507,1,0,2,0,1,0,0
1508,3,2,0,0,0,0,0
1509,1,2,4,1,0,0,0
1510,0,1,0,0,0,0,0
1511,1,1,0,0,2,1,0
1512,0,1,1,0,0,1,4
1513,0,1,1,0,0,1,0
1514,0,2,0,0,0,2,0
1515,0,0,0,0,1,0,3
1516,3,0,1,0,0,2,0
1517,3,1,4,1,0,0,3
1518,0,1,0,0,0,2,4
1519,0,0,1,0,1,0,0
1520,0,2,1,0,0,1,0
1521,3,1,2,0,0,4,0
1522,0,1,1,0,0,0,0
1523,0,4,3,0,0,0,0
1524,0,3,1,1,0,0,0
1525,0,4,2,0,1,0,0
1526,0,3,0,0,2,0,0
1527,0,2,0,0,1,0,1
1528,0,0,0,2,0,1,0
1529,0,0,0,0,4,4,0
1530,0,1,0,0,0,4,3
1531,0,2,0,0,1,1,1
1532,0,1,0,0,1,1,1
1533,0,0,0,4,4,1,0
1534,0,0,3,0,0,0,0
1535,0,1,3,2,0,4,0
1536,1,1,4,0,0,0,0
1537,0,2,0,0,4,0,0
1538,0,1,1,0,0,0,0
1539,0,1,0,0,0,4,0
1540,0,1,0,4,1,0,4
